_unit_id,policies_violated,review
679455726,RudeService,"Customer service is well below par here. I placed my order through the intercom and was told that I'd have to pay in separate transactions if I were to use more than 1 coupon. I expected that and was fine with it up until I got to the window in which one of the girls working the cashier had a problem with me using the coupons and I quote, mentioned, ""I don't give a d*** and a f*** what she wants."" I never make it a goal to be difficult to other people and I find it very rude, let alone unnecessary, that I received this treatment. It is part of your job's duties to simply put in a customer's order. If you don't like your job, you have no business being there, and there are plenty of job seekers out there who would be more deserving of your position. To top it off, after I left the restaurant, I opened my bag to find out that I didn't receive everything I ordered and paid for."
679455727,Filthy,Food is good but what's with all the flies and nats always in the air? ξI've mentoned this to management before but it seems like nothing has changed. ξ I'm going to the McDonald's on Hudson Bridge from now on.
679455728,Filthy,Fruit flies anyone? There is a huge fruit fly infestation here. I have been here twice in 3 months and the problem still exists.
679455729,na,Best McDonalds ice cream is here!
679455730,na,This is a busy Mcdonalds at all times even late at night. The drive thru seems to be where they are doing most of their business when I visit the area. I have never had a problem out of service here as I am one those who use the drive thru too. My order is always right. It's within walking distance of several hotels. ξ ξI do not know anything about the dining area since I always use the drive thru. Customer service has been great as they always take care of me.When I go to McDonalds I get either the Big Mac meal or the quarter pounder meal. Big Macs are popular because of the secret tangy orange sauce they put on them. Their quarter pounders are just like eating a moist cheese burger. It's all hood here.
679455731,"OrderProblemBadFood","I would honestly not normally take the time to review a McDonald's location since I'm only really a fan of their breakfast, but this place has some serious issues. Apparently the difference between ""sausage and egg"" and ""sausage egg and cheese"" is not obvious/important to whoever they have bagging orders, even though they are two distinctly different items ON THEIR MENU! I have been down the road at least three times now only to find that they've given me the wrong biscuit - even when the correct one is on my receipt. Not to mention, the sweet tea has often tasted like hairspray. I have never experienced such consistently poor service from a single fast food location."
679455732,OrderProblem,"Came here for a quick to go lunch. First my cheeseburgers were not right, I had requested no onions, and they were covered with them. Then second, the fries were so mushy and not fresh. I was sorely disappointed"
679455733,BadFood,"The first time I went here they smothered my burger with mustard and ketchup to where it was dripping on me, and the past two times I have been here the fries are old and dark, and they put like one peice of bacon on my burger. They offered me free fries tomorrow. Ha horrible place to eat"
679455734,SlowService,"the worst mcd's I've ever been to. tried to get a quick snack during our long drive and it was the worst decision. the dual lane drive through is anything but fast. one car in front of me but somehow the other lane was the only one moving. some 10 odd minutes later, we finally ordered. one of the cars in front of me obviously knew somebody in the place and just kept talking at the window. it wouldn't have been a big deal if it hadn't continued for so long. after 20+ minutes of sitting in this line, fighting the urge to just drive off, and watching the multiple levels of poor service, we finally got our snack and the freaking fries were cold. I should have taken 2 minutes to read the reviews before I went here and it would have stopped me from ever going. you would think after all that time, at least the food would be hot. HA. just do yourself a favor and find another mcd's to visit. truly a disappointing stop. :-("
679455735,"SlowServiceRudeService",This mcdonalds truly is the worst. They are always EXTREMELY slow and understaffed. Many of the workers her are rude and obviously dont want to be there. My food comes out decent but they are always out of something everytime I go. I probably will never come to this location again.
679455736,na,"The evening manager here is very nice and has a great attitude. I went inside of this McDonald's one afternoon when the drive through was backed up and the manager helped me immediately. She was the only person who actually looked like she was happy to help customers, which made me very comfortable, it looked like she even gave me a little extra fries!"
679455737,na,"Good job guys, love the friendly staff. ξDt hopping.Not sure what they are experiencing, but one of the bet McD in area. ξSo much better than before. ξLove the Christian music guys."
679455738,"SlowServiceRudeService","worst drove thru ever. ξI was car #7 sitting in a dual drive thru for 8 minutes and not 1 car had moved. I park and go inside. the manager waits on me and I said that the drive thru has not moved. she says, "" yeah our drive thru system has gone done"". I said "" it would be nice if someone would walk out there and tell everyone and post a sign"". she walks away to fill my order, only to leave one of her long BLEACHED hairs in between my 2 frozen strawberry lemonades."
679455739,ScaryMcDs,"I'm not ashamed to admit that I frequent this McDonald's at least twice a week. ξNeed a snack after pumping gas? ξNeed coffee before Chocolatte is open or after Chocolatte is closed? ξNeed night-after-drinking breakfast? ξYes, please on all counts. ξI haven't found this McDonald's to be particularly slow. ξIt is a bit sketch by Decatur standards, although it's North Decatur and not Decatur proper. ξOften at night there are folks who look homeless here, though only one one occasion has anything particularly creepy/disturbing happened regarding said demographic of patron. ξOtherwise, it's lots of Emory students and hospital workers and high school students from Druid Hills High. ξI like that the workers seem to have a good camaraderie with each other. ξI also like that folks remember my standard order and can associate my voice with my order when I go through the drive thru."
679455740,"RudeServiceBadFood","This is the worst McDonald's I have ever visited. ξWe sat at the drive-thru window forever watching the employees goof off. ξThe fish sandwich was edible in a square processed fish, round bun, too much tartar sauce sort of way. ξThe french fries were horrible. ξThey were not edible. ξThey were stale and greasy.Just because someone is holding a broom does not mean that they are sweeping. ξThe broom is a prop to make people think they are working while they are socializing with co-workers. ξThey will look at you occasionally while they continue to goof off. ξThe employees seem to go out of their way to prove that you aren't worth their time. ξThis McDonald's really sucks."
679455741,"OrderProblemSlowService","The staff is really nice, but kind of slow at this location. ξI asked what type of sauce they had and the cashier looked at me like she saw a ghost. ξI am not that pale! ξAll I wanted (well not really) were some chicken nuggets to feed to my starving kids. ξIf I had passed somewhere else with a drive thru, I would have gone there, but this was my only option. ξWhen I pulled up to get my 20 count, I was handed a small bag with a small fry. ξI asked the guy why he was handing it to me and he said ""Because this is what you ordered."" ξReally? ξI showed him my receipt and he said ""Well, who's fries are these then?""I finally got the nasty tasting nuggets and some high fructose corn syrup aka dipping sauce and was on my way. ξI think we will stick to the meatless cheeseburgers next time."
679455742,"FilthyRudeService",Oh my goodness. I should have read the reviews first but this McDonald is on my way so I stopped by. This is by far the dirtiest McDonald I've seen in a long time. Staff is unfriendly and obviously so bored with their job. Definitely not even place for a quick meal!
679455743,"RudeServiceOrderProblemSlowService","The service at this McDonald's is so bad it's almost comical. Case in point: There was about a two week stretch where I would go to McDonald's every morning before work to get an iced vanilla latte. EVERY day (I kid you not) they got my order wrong and made me a hot latte instead. This would not be a problem, but they questioned me every time if I was sure that was what I ordered. Yes, it even showed it on your fancy digital menu. Then they would ask me to pull up and wait 10 minutes for my order to be corrected. My bf and I went inside once to order and they got his order wrong. The woman just stood there and looked at us when we told her and my bf was like, ""...but I guess I can eat this"". Later when we went up and asked for sauce, she gave us the biggest eyeroll upon seeing us and acted like it was physically painful for her to serve us. These are only a couple of examples of the horrible service we have had, but I guess that's typical for a McDonald's attached to a gas station."
679455744,na,"I'm hooked on the McDonald's Oatmeal!When I want to grab some breakfast that's yummy, healthy, and easy to eat while I'm driving I head here. I'm always met with friendly service at the drive-through. They move pretty quickly and always get my order correct no matter how busy they are!"
679455745,"SlowServiceBadFood","Awful! I once waited 30 minutes for a small Iced vanilla coffee. It was unbelievable, myself and several other customers were shocked at how slow they were to make simple food, there's nothing fancy about McDonald's so why it took so long is beyond me. They are always slow at this location, it doesn't matter if you do drive thru walk in. On another occasion I did the drive thru and got a burger and 2 apple pies. I ate one pie that had something hard and plastic like in it. I'm definitely sure it wasn't apple or pie crust, so disgusting. I won't ever come here again, McDonald's just keeps getting worse."
679455746,OrderProblem,"Very unhappy. ξI ordered a fish combo on October 3rd. ξWhen the drive through person attempted to hand me my meal she stated it was a QT. ξI don't eat beef and didn't order that, however I had already paid for my meal with my card. The QT was more than my fish meal so I was told they would refund me the QT and they charged me for the fish meal. ξHave been checking bank account all weekend no refund. Went back to the store and spoke to manager Starla who told me refunds can take up to two days to go through. It's Tuesday Oct 7th! My payment went through yesterday for two meals purchased Oct 3rd, one of which I didn't eat or take with me. Not happy. Starla tried to make the excuse that yesterday Oct 6th was a holiday. ξI said ""what holiday"" she says Columbus day. I never had respect for that man but do recognize his holiday is on the 13th for my bank so I informed Starla that yesterday was not a bank holiday. She wouldn't call the GM this evening stating the GM (General Manager) would be there tomorrow between 9to5. ξI'm working then too so it's a big inconvenience taking time from my job to get them to do their job. ξI'm really not happy with this McDonalds. Need to train their staff to be careful with peoples money. I want my money back and if I don't get it I will go to every place that I use to rate businesses and really make known my disapproval of how they do business."
679455747,RudeService,"I have to say, this McDonald's sucks. Don't get me wrong, I love McDonald's... But this particular location has some of the worst employees in fast food."
679455748,na,Never thought I would write a review about McDonalds however I went through there very early in the a.m. and just like their commercial said they were all smiles. ξIt was nice to see some cheerfulness so early...Plus the Sausage Egg McGriddles rock!
679455749,BadFood,"This location has the new strawberry creme pies. The healthscore is a 93 as of 3/26/12.The drive thru cashier was really nice, but my fries were far too crispy too be any good."
679455750,RudeService,Awful! ξ Why install the equipment to display drive thru orders to guest when it's never used. ξ Why have an automated person tell you to order when no is ever listening and you always have to repeat orders. ξ Whoever built that place wasted a ton of money on technology and did a lousy job training them to use it. ξ Drive to one on 78 it's much better. ξGrayson Hwy is the absolute best for breakfast! ξ I go the long way to work just to stop there!The new one has issues!
679455751,SlowService,"I used to stop at this McDonalds now and then on my way to work for breakfast. My main problem is that the drive thru seems to be slow at this one. And then one day, some yahoo working the drivethru charged me like 1.79 for a tea that I knew darn well was only supposed to be $1. He claimed they stopped the promotion. Well, guess what? The next day and the day after I heard the same ole advertisements I have been hearing for years now pitching their any tea or soft drink for $1. Yeah, I won't be back. Burger king has better $1 sausage breakfast burritos anyhow."
679455752,"OrderProblemSlowService","I don't go here often because the service is so bad! I have never left with the right order or sat in line less than 15 mins. They are now running this special where they give you a 1 min timer & if you don't get your order by the end of the min you get your meal free. But IT DOESNT COUNT IF THEY GIVE YOU WRONG ORDER! yep, they gave me 4 nuggets (in a 10 nugget box) & a coke when I ordered a burger & hi-c!! Smh They need 3 windows - one to pay , one to pick up & the last to return the wrong order & pick up the correct one!!"
679455754,Filthy,"Dirty - dirty & ξdirty. The Resturant was so dirty that there was no clean table available. ξThis is a fairly new location, so I'm not sure why it's not being better maintained . Hope somebody helps the staff at this location get it together."
679455755,na,"Brand new and sparkling clean with a very modern feel, not sure how long the lime green walls will last, they are bright!!! Service was decent and the food was ok, it's still McDonalds, but they seem to be trying to carry more 'healthy' alternatives."
679455756,na,Getting little miss some ice cream since she had a great day at school. She loves the sundae with m&ms. Staff was super sweet and efficient which is surprising for this particular location. Maybe management finally took everyone's complaints seriously.
679455757,SlowService,"Unbelievably slow at drive thru. Slow to take your order, slow in taking your money, slow in filling your order. ξIt's torture especially when you need to be somewhere and your child is hungry. DONT GO FOR BREAKFAST there's always a line of 10 cars at the drive thru window. ξIt's no faster if you go in and order. Actually it was longer ordering inside instead of drive thru. ξUghhhhh"
679455758,SlowService,"This is the slowest mcdonalds I have ever been too. It tools between 5-10 minutes to get your food inside, and at least 5 minutes for drive through. Ever since they have opened, they have always been slow."
679455759,"SlowServiceOrderProblemRudeService","Rita A's review is dead on. I stop here on occasion and they cannot get anything right. If I order a shake, the shake machine is ""down"". Ask for no ketchup on my sandwich? Make that extra ketchup, no mustard. Light ice? Load the cup to the top!Getting my order wrong 50% of the time aside, the service is also frequently unfriendly or distracted and almost always painfully slow.I'd rather skip it and go somewhere that can get my order right and do it with a smile."
679455760,OrderProblem,Well I guess the saying is true....you get what you pay for. They forgot to put cheese on my breakfast sandwich....though its frustrating....this IS mcdonalds...no one should ever expect more out of them. At least my caramel mocha was good.
679455761,"BadFoodRudeService","Ice cream machine is always down, staff is rude and ghetto, food is always old. Hate this McDonalds. I always try to avoid it and go to a different one."
679455762,RudeService,"I had an okay visit. They kept the inside line moving and the food came out quickly and was correct. These days that's saying a lot. The staff could be a bit more friendly and better trained. The girl had trouble finding my drink on the cash register, no big deal really. This is a very busy location in the morning but it works. 3 star seems accurate for this McDonald's."
679455763,Filthy,Saw roaches while eating. Told management and they reacted like its nothing new. Never again will I go to that McDonald' s even though it's close by me.
679455764,na,"It's McDonalds...what more can I say? They haven't pissed me off nor done anything to wow me yet, so 3 stars will suffice."
679455765,"RudeServiceBadFood",Very rude staff. ξThe food is typical McDonalds food: bad. ξHead for the Chick-fl-A across the street.
679455766,BadFood,"This McDonald's is located right next to the building which houses Studio Movie Grill. ξIt's super convenient to stop by and grab a quick bite before watching a movie if you don't want to spend a lot of money for food at the theater. ξBut that's pretty much where the pros of this location stop.I've been to this McDonald's several times, but I've been a bit disappointed on several occasions. ξMost recently, I went through the drive-thru and got a simple order - a McChicken sandwich and small fries. ξI drove to the Studio Movie Grill parking lot to eat before a movie and noticed that my fries were cold. ξUGHHHHH... ξCold McDonald's fries are the worst. ξLame!!!The employees seem to be pretty friendly, and the restaurant looks decent inside. Unfortunately, they lack power outlets (I saw one, but maybe there's a one or two more scattered throughout the restaurant). ξThis makes it inconvenient for people who like to stop by McDonald's to use their laptops, which I do quite often.Overall, this McDonald's deserves about 2.5 stars because it's right in between ""meh"" and ""A-OK."" ξI know some may say it's ""just a McDonald's,"" but hey - I've been to numerous other locations where their food is pretty consistent (don't serve COLD fries!) and there are numerous power outlets for customers' use. ξI'll probably be back just because it's right next to Studio Movie Grill, but I'm hoping they'll start improving the quality of their fast food - at least to the McDonald's standard.[Review 076 of 366]"
679455767,"RudeServiceFilthy","I've only been to this McDonald's twice and both times were bad experiences. Not only does the place smell of dirty rags and cleaner solutions, but the service is bad as well. I guess the convenient location is what keeps this place open but for me, I'll never come back."
679455768,"SlowServiceOrderProblem","this is CLEARLY a franchise location, and they.do.not.care. This place is a cash cow. The staff is totally random (have had some decent service, and times I would be better going to the overpriced gas station next door).Clearly the new/bigger menu has the staff utterly overwhelmed. (oh, when a place has ""NOW HIRING ALL SHIFTS"" signs up for ever...be warned.... there is one elderly latina lady at the drive thru whose 'here you go hun' and smile could melt and iceberg- what a joy! but...once had horrible service- complained and got an out of date coupon for one small sandwich, fries, and drink. really?"
679455769,SlowService,"This is a BUSY location!! We stopped for lunch on a Saturday and waited forever to place our order. The play area is outside and not for toddlers. I wish they had other activities for little guys, as my son was to small to go inside the area."
679455770,OrderProblem,"My poor wife, stepdaughter and her THREE Johns Creek junior lacrosse Gladiator teammates who spent the night Saturday and were CRAVING Mickey D's this morning. Second week in a row ma's been screwed by this franchise store 10131. It's just so close to us and the kids really wanted it. Yeah, yeah - ""fool me once."" And I even said ""now honey, be SURE to check the bag for everything before you drive away since these same folks screwed us on Easter morning en route to church.""But that's tough to do - nearly impossible - with a car full of tweens and on busy Holcomb Bridge Road en route to Barnwell with three big bags stuffed with $45 worth of McD's decadence. ξImagine three bags stuffed full of food - all in individual wrappers and some almost too hot to handle. But why should we even have to check behind these folks fully expecting our orders have been satisfied. ξYou get what you pay for, right? NOT at this franchise store. At least on this blustery but sunny Sunday morning ma got a receipt. Three sandwiches missing this time totaling $6; last week's tally was about the same. What's worse is you have no recourse because the franchise's contact number on the receipt goes straight to fax. No really. See for yourselves: 770-998-7710. Diabolical strategy to be sure. We're not even fast food fans by any stretch. Especially after watching Morgan Spurlock's 'Super Size Me' a few years back. BLECH! en.wikipedia.org/wiki/Su��_And truth be told, if the adjacent Chick-fil-a was open on Sunday that would be our first choice. But it's not. And now we're left with no choice for Sunday morning brekky on the go because we're NEVER, EV-URH ξgoing back to this McDonald's. Hey, but don't you know people talk. Especially here in Johns Creek. All of our adjacent neighborhoods and sports teams have monthly news letters and social media sites. Highly active I might add....So you can bet the balance of our missing orders that what's happened to us will not happen to our friends and neighbors - unless they let it."
679455771,na,"I admit, I'm not a big fan of McDonald's. However, sometimes, nothing hits the spot like their fries and a Diet Coke. What pushes this location over the edge of some others is the staff. They're always super nice whether it's 10am or 10pm. They don't make you repeat your order 18 times and they get it right. They're also generous with the condiments when you ask for them (and even when you don't!). Unlike some fast food places that stop serving milkshakes after a certain hour because they've already cleaned the machine, they'll make you a milkshake up until they close. Service is a huge thing for me so the fact that they're always smiling and ready to help me get my fat fix is what makes me partial to this particular location. It can be a bit of a pain to get into and out of as it's right on Holcomb Bridge Rd, but that's a minor annoyance."
679455772,"RudeServiceScaryMcDs","Only the fact that its a McDonald's is what earns it a 2.5 star. ξThe staff at this location can vary from customer service focused to blatant disregard about anything other than accepting your food order and taking your payment. My last visit was a combination of the two, when I placed my order an the drive thru intercom, the order was taken correctly, total given, thanked and asked to drive around to the window. By the time I got around to the window, the person that was to take my money and give me my food was way more interested in an argument that was going on outside in the parking lot between two young ladies and the two young men they were with.I'll admit that I too paid attention to the fight in the parking lot to make sure it didn't escalate into gunfire with my car sitting center mass of it all. About six months ago, someone told me they got robbed while sitting in the drive thru at this location, but they were there around 2am and my visit was taking place at 6pm, so I wasn't worried about getting robbed as much as I was about getting shot.After making sure that the parking lot was not about to be shot up, he accepted my cash, asked me if I wanted to wait a minuite and get some hot fries. ξI did, and I did.Sure I'll go back. ξI love McDonald's fries. 18 of 100"
679455773,"RudeServiceScaryMcDs","Of course this is a fast food restaurant so of course there's not much of a spectacular review that I can write but I will express my concerns. I work late nights and when I do get off work if there nothing ready in the house I will stop and my only option is McDonalds or Checkers. Needless to say this is nothing short of ""ghetto"". I could hear the employees in the background laughing and playing over the intercom as I'm ordering the food. After I ordered, she didn't even bother to tell me my total or go over my order with me. ξWhen I made it to the window she was having a conversation with her co worker despite me having my hand out the window to give her the money. When I drove up to the second window....someone had been smoking a cigarette and threw it right outside the drive-through window. Now I don't know if it was maybe a previous customer or and employee but nobody was in front of me when I pulled up but hard to say. I could hear the music they were playing over my radio in the car and to top it off. Somebody was calling another chick a ""B*tch"" and just being loud. I mean hey, didn't expect nothing spectacular but if these are the people thats making my Big Mac, I'll pass. The day shift is the complete opposite so don't be discouraged too much by this. My food tasted McDonalds worthy but they need to change up that scenery a bit."
679455774,SlowService,"This McDonald's has the slowest drive-thru service I've ever experienced. Once or twice, we've even gotten out of line and left because it was so bad. I really don't know what their problem is. It's bad every single time I've been there, despite the hour, despite the number of cars in line...There are two reasons why I continue to return to this McD's. The first is it's convenient location. The second: my food is always hot and prepared correctly. Despite the ridiculously slow line, I've never received cold fries or a wrong order. I'm not sure what they're doing back there to make things run so agonizingly slowly, but my food always comes out fine."
679455775,"FilthyRudeServiceOrderProblem","No stars is more appropriate. Every time I come here, they screw something up. Today I ordered a filet light sauce and an unsweet tea. I get to work and what do I find? A filet on a TOASTED bun and some god awful flavored unsweet tea. I tried calling them today and after other experiences and they NEVER pick up their phone. I usually go through the drive-thru because it's convenient. I went into the store and found this place to be a PIG STY."
679455776,ScaryMcDs,"Hot Tip!If you have to go to this location in the mornings, lunch hour or evenings, it is invariable that the Jimmy Carter Blvd and Peachtree Industrial intersection just west of this McDonalds backs up past the entrance to McDonalds...""SO""Rather than taking your life in your hands by trying to turn left through three lanes of traffic, simply drive 1,200 feet pass this McDonalds and turn left at the traffic light. Then travel back through the parking lot to your get your Mc-Grub without inconveniencing all the people in cars trying to get to work or home.This advice makes much more sense than the numbskulls trying to cut through solid traffic just to get some fast food. And for you people who chose to live in ""hidden cove"" next to, and east of, McDonalds... you have no luck in being able to pull out easily. The traffic is always solid in front of that entrance/exit and you really should have chosen another place to live with easy egress. I know a clue is a lot to ask for these days."
679455777,OrderProblem,"Stopped off at this location around 6:45 am on a weekday, and had to be to work by 7am. ξGetting to this place can be a hassle because of where my work is located. ξHowever, I stopped because they had that 2 Sausage Egg McMuffins for $3. ξI wanted to get some for my team. ξGot to the drive-thru and told the lady what I wanted, which was the ξ2 Sausage Egg McMuffin special. ξShe said, ""we're out of sausage!"" ξNaturally I questioned her again, but it was true, this McDonalds was out of sausages. ξI simply drove off.It was a hassle to get there and on top of that they ran out of a product they were advertising. ξLet's just say I won't be taking the extra effort to visit that location."
679455778,BadFood,"in consistent Quality! Late Nights the food is bad, but during busy hours its good!"
679455779,"SlowServiceBadFood",I'm not ashamed to admit that I'm a fan of fast food. But this mcdonalds is always slow. And the freshness of the food is hit or miss. I also feel like it's one of the few mcds that hasn't been remodeled to the newer design.
679455780,"OrderProblemRudeService","Went here 3 times over the course of a couple weeks. The first 2 times they got my order wrong, and on the 3rd, my wife found a Bic pen blended up in her smoothie. I'm not even sure how that can accidentally happen. We emailed the owner to complain, and when he called us back he had quite an attitude and was unapologetic about the incident. All he did was defend their food inspection rating."
679455781,SlowService,"Ok I'm waiting for like 10 minutes to place my order with the staff walking back & forth just looking at me like I'm crazy. And another 10 minutes or so before i got my food, This location use to be my stop in the mornings when I worked near here but they have fallen way off."
679455782,na,It is what it is... so I'm mclovin' it.
679455783,Filthy,"I live slightly closer to this McDonalds than the One next to Perimeter Mall. ξEven though the McDonalds next to Perimeter Mall is farther away and always has traffic around it I pick it over this location. ξIt's old and dirty and has a monopoly for fast food in this area. ξIf it wasn't a McDonalds, it would fail. ξIt's actually a testament to how strong the McDonalds name is. ξThis location is awful!"
679455784,RudeService,They have signs posted telling you that you are only allowed 30 minutes to consume your food and then you must vacate... that seems a bit pushy.
679455785,RudeService,"If I could give this place zero stars I would !!! They do not train staff in guest service and the management is horrible . When I am not near a Starbucks I like to come here sometimes for their iced coffee, they have never got my order right and never been compelled to fix my order or give me a refund . One day me and hubby were in a rush in the morning and grabbed "" breakfast "" when we got Into the car we look inside of our bag and we have all lunch items. We go back inside to correct our order and we are informed that breakfast is over and there is nothing they can do. They proceeded to take our name down and told us we could grab free breakfast the next day. Next morning comes around and we go to get our breakfast. We are told that our names are not in the book and again there's nothing they can do !? I mean it's mcdonalds but please have some pride in what you do!?"
679455786,OrderProblem,"Always come here with no expectations in my food and somehow it exceeds to be lowered when I receive my food.Tip! Always ask for ketchup and ketchup cause they'll never throw any in the bag.But, it's McDonald's and all are the same."
679455787,"OrderProblemBadFood",I just ordered food from there an hour ago. My fries were all stale and cold. They must have been old. They forgot to give me my drink. I've been trying to call them and their phones are busy. Worst McDonald's I have ever been too. I tried to be nice yesterday and compliment them since it was Christmas but I feel like it was a mistake.
679455788,"RudeServiceOrderProblem","They can't get the orders right. ξI always have to double check my bag before leaving the drive thru. They're open late, but they have no lights on at night. Poor service. I'd rather go to Sonic's down the street. ξThis Mc Donald's needs improvement. ξBad"
679455789,"RudeServiceSlowService","Worst McDonald's ever bad costumer service cold burgers cold fries the manager lady is the biggest B**** I have meet, ξthe people that work there are slow and dumb I think I rather drive out of my way than come here."
679455790,OrderProblem,Went there just to get coffee in the morning and the one thing I need in the morning COFFEE was apparently out of order.
679455791,"BadFoodCost","I stopped at this McDonald's because I had about two minutes to grab lunch. The ONLY reason I ever eat at a Mickey D's is because it's a) fast, b) cheap and c) predictable. You know the food won't be awesome, but it will be reasonably eatable. Man, was I disappointed on points b) and c).First, the medium Quarter Pounder meal was more than six bucks. Jeez, that's hardly a deal.What made the sticker shock worse was the poor quality of the food. This had to be the worst Quarter Pounder I've ever (half) eaten. Maybe even the worst fast food burger I've ever had. It looked like it had been sitting out on Uncle Zeke's radiator all morning. The burger patties were gray and curled up at the edges. The bun was dry and crusty. It's like the damn thing was somehow mummified. Just nasty. Too bad I didn't have time to take it back.This will probably be the very last time I ever eat at a McDonald's. It was that bad."
679455792,"RudeServiceOrderProblem","The worst service ever. And I'm not a rude person, at all. I said ""please"" and ""thank you."" And I absolutely was not greeted whatsoever. Whoever that dumbass lady was, that was working needs to take that stick out of her. Don't be mad at me 'cause you hate YOUR job, bitch. Let's not forget that everyone is REPLACEABLE, including your miserable self. It took every bit of me not to cuss her out. I'd write a letter to corporate but she did not give me a receipt. Go figure right. I'm not one to talk down on people that works fast food because it's not in my character to knock someone's hustle. But she really needs to get it together. And for that, I will NOT ever return to this McDonald's ever again. Some bullshit. Oh. And. Not only did I not get a receipt... I didn't get a straw. And instead of 10 piece chicken nuggets, I got 9. What in the fucking fuck..... Fuck that McDonalds."
679455793,"RudeServiceOrderProblem","Worst McDonalds EVER!!!!!!!!!! They are unable to get an order correct, Went through the drive through last night got home and no Fries in my bag. Got to the window and the woman running the window was talking about her personal life with a co worker laughing it up with her back t us making us wait instead of giving us our ice coffee. Then she seemed to remember she was working and brought us our coffee. Last time I went there I ordered something with no mayo which my tix said... got home and covered in mayo. called up to complain and the response...What do u want me to do about it??? If I get the craving for Mcdonald's I will drive out of my way.. I hope this one goes out of business.... ξThis location is good for nothing"
679455794,"RudeServiceOrderProblem","Worst McDonalds EVER!!!!!!!!!! They are unable to get an order correct, Went through the drive through last night got home and no Fries in my bag. Got to the window and the woman running the window was talking about her personal life with a co worker laughing it up with her back to us making us wait instead of giving us our ice coffee. Then she seemed to remember she was working and brought us our coffee. Last time I went there I ordered something with no mayo which my ticket said... got home and covered in mayo. called up to complain and the response...What do u want me to do about it??? ξI hope this one goes out of business.... ξThis location is good for nothing, my husband and I if we ever go to another mcdonalds, it will be out of state!"
679455795,RudeService,"Management is very rude here, I bring my son every now and then to play ξand have witnessed on several occasions the manager who is a female was extremley rude. I was shocked at her behavior. I still go there because its close to my house."
679455796,"SlowServiceRudeService","Worst one I've eve been too! I was number 205 and I waited for ever and ever, and the manager was giving out the food and saw me standing there forever and she didn't ask me what my order was or anything. It got up to 216 when the cashier had to ask me what my order was. So slow and disorganized and barely any space to eat and sit down."
679455797,SlowService,I stopped by for a quick lunch and it took twenty minutes to get my order and was only spoken to in Spanish
679455798,"ScaryMcDsBadFood","My mom and I went here for sodas around the night I moved back, they tasted normal. My husband and I got sodas this morning and I cant even describe how awful they tasted! We promptly threw them out and went somewhere else. On top of that the panhandlers and drug addicts asking for money (both times) is ridiculous. Plus, we could barely understand the lady talking through the order box in the drive through.Don't go here!"
679455799,RudeService,"We are retired and have gone to this McDonald's since they built it two blocks from our house. ξThis last year it has gone down hill. ξThey are out of things often, week after week. ξThe service has become poor. ξSome of the long time employees are good but the bad now outweighs the good at that location.The street people hitting you up in the drive through and inside but the managers will do nothing about them. ξTalked to the owner and he said he would see thing get better but they did not. After all these years we decided we no longer need McDonald's and have not been in three months. ξWe have ten grandkids that are not missing it either. ξPoor service has cost them a lot when you think about it over the years."
679455800,OrderProblem,"Agree, worst McDonalds ever. Not only did they mess up our order, they messed up the order before ours."
679455801,"RudeServiceBadFood",Worst McDonalds in Vegas! Bad service consistently and sloppy made food. 3 trys and still crap. WTF! I am sure the hobo's panhandling outside could do better. They seriously must go out of the way to fuck things up. I just want to know what other McDonalds this Franchisee owns so I can avoid those also.
679455802,RudeService,Horrible Service- to the extent that I had to come on and write about a mcdonalds... Lol
679455804,SlowService,I went to get some food for my wife and I at 11pm. This place is in a hotel so you think they would have staffing. Nope! They had 2 people working and were running out of food as they were taking orders. No planning ahead here. There were almost 20 people in line and took over half an hour to get my food. It was ridiculous.
679455805,ScaryMcDs,"This place is quite sub par, even for a McDonald's. ξThis place is really ghetto, and there's always a bunch of annoying kids loitering and taking up the available tables. ξI guess it's OK if you want to grab a soda on a hot day or a snack to munch on while walking around, but again, it's not very good... for your health or for taste. ξI say, exert some self-discipline, buy something worthwhile in Walmart's grocery section, then go home and prepare something worth eating."
679455806,na,"I was on my way home a little after midnight and I wanted a cold drink. ξThis McDonald's is easy to get to. ξThe drive through had three cars in front of me but before long, I had my diet Coke ordered and I was soon at the window picking it up.I generally don't stop in this neighborhood because there are others closer to home, but this was perfect last night. ξA good stop with a pleasant and quick staff."
679455807,"SlowServiceOrderProblemRudeService",Ordered at 3:55am on 9/21. Did not get food until 4:07am. They forgot our order of fries. I had to call twice and they hung up on me both times without an update. Third time I called they said they were waiting for the eggs to cook. 4:10am received order of fries.
679455808,"RudeServiceSlowServiceOrderProblem","By far the worst drive thru experience in the United States. My husband & I stopped by for drinks (since it was a hot evening during our visit in Vegas). A tall, large African American man was working the drive thru. When we ordered he never responded over the speaker after waiting 3 minutes. We finally pulled up to the window & the car in front of us entire order was wrong. They had to pull up front & wait. When we made it to the window he asked us ""did you order?"" & we confirmed yes ""he asked what it was"". Once we told him what our order was he said ""for real "". I was floored at the TERRIBLE service of this chain. The service was so bad I took a photo of the phone number posted outside the window to file a complaint. After he confirmed our order (which was only two drinks) we waited at that window another 5 minutes to get the drinks. When we drove off we noticed it was a slu of cars waiting behind us.The guy working the window CLEARLY did not know what he was doing & shouldn't have been working the drive thru. The owner of this franchise really needs to put some TLC & training into their staff."
